Company,Categories,Sentence
2022_University Hlth Care & Gundersen Lutheran Grp.pdf,climate_risk,"however, quartz currently does not have any publicly stated goals on climate risks and
opportunities."
2022_University Hlth Care & Gundersen Lutheran Grp.pdf,climate_risk,"this survey has been presented to the board audit committee and
compliance committee to provide an overview of climate risk-related activities at quartz."
2022_Unum .pdf,climate_risk,"naic climate risk disclosure survey
governance — narrative
1."
2022_Unum .pdf,human_rights_labor,"the board and committees are regularly engaged on issues
related to corporate social responsibility, public policy, inclusion and diversity, corporate culture
and climate change."
2022_Unum .pdf,climate_risk,"adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
‘adopted by the executive (ex) committee april 6, 2022
® discuss if and how the insurer makes investments to support the transition to
alow carbon economy."
2022_Unum .pdf,climate_risk,"using international energy agency
(iea) scenarios, we also modeled transition risks within unum’s investment portfolio and climate
change impacts to unum’s underwriting practices in 2 degree c scenarios across multiple time
horizons."
2022_Unum .pdf,climate_risk,"the underwriting scenario analysis supports our belief that we can effective manage the impacts of
climate risks, both transitional and physical, as they materialize over time."
2022_Unum .pdf,climate_risk,"© 2022 national association of insurance commissioners 4

adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
‘adopted by the executive (ex) committee april 6, 2022"
2022_Unum .pdf,climate_risk,"we will continue to monitor climate risk
exposure."
2022_Unum .pdf,climate_risk,"in describing how processes for identifying, assessing, and managing climate-related risks are
integrated into the insurer’s overall risk management, insurers should consider including the
following:

© 2022 national association of insurance commissioners 5

adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
‘adopted by the executive (ex) committee april 6, 2022

*"
2022_Unum .pdf,climate_risk,"climate risk is determined to be within our risk appetite and not currently a principal risk to
unum over our planning horizons."
2022_Unum .pdf,climate_risk,"as part of our climate risk
identification process, we engaged with a consultant to complete a formal tcfd assessment."
2022_Unum .pdf,climate_risk,"climate risks can manifest themselves in different ways and in different combinations
depending on how climate change scenarios materialize."
2022_Unum .pdf,climate_risk,"for example, a warming scenario of <20c, which is aligned with the paris agreement track for
net zero carbon emissions by 2070, would potentially result in transitional climate risks for
unum over the next 20 years:
example 1:"
2022_Unum .pdf,climate_risk,"20-30 years
© 2022 national association of insurance commissioners 7

adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
‘adopted by the executive (ex) committee april 6, 2022
© potential impact to unum:"
2022_Unum .pdf,climate_risk,"by contrast, a warming scenario of >20c, which incorporates today’s policy intentions and
targets that have already been announced, would potentially result in physical climate risks for
unum over the next 20 years:
example 1:"
2022_Unum .pdf,climate_risk,"these can
be risk committee members with first-line knowledge of a specific risk, charged with
identifying inherent risk levels, mitigating activities and risk indicators, and providing the
committees with regular updates about changes to the inherent risk level and the status of
© 2022 national association of insurance commissioners 8

adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
‘adopted by the executive (ex) committee april 6, 2022
mitigating initiatives."
2022_Unum .pdf,climate_risk,"for transition risk
related to climate change, we believe our disciplined approach to providing financial protection
products at the workplace puts us in a position of strength."
2022_Unum .pdf,climate_risk,"at the core of our climate risk management strategies is our prudent underwriting with
effective risk selection, pricing discipline, sound reserving practices and high-quality claims
management."
2022_Unum .pdf,climate_risk,"these agreements include capping individual
exposure on life and accidental death and disability coverage along with maintaining a
© 2022 national association of insurance commissioners 9

adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
‘adopted by the executive (ex) committee april 6, 2022
catastrophic reinsurance program that protects the surplus from a major natural or man-made
disaster."
2022_Unum .pdf,climate_risk,"climate risk assessment is intrinsic to
the environmental pillar, and analysts consider both physical and transition risk in relation to
climate change."
2022_Unum .pdf,climate_risk,"while erm monitors potential
© 2022 national association of insurance commissioners 10

adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
‘adopted by the executive (ex) committee april 6, 2022
disruptions to our business operations from climate change, such as rising temperatures and
health crises, our business continuity, facilities and crisis management teams prepare for such
eventualities."
